"id";"uri";"data";"dataHoraRegistro";"idOrgao";"uriOrgao";"siglaOrgao";"idEvento";"uriEvento";"aprovacao";"votosSim";"votosNao";"votosOutros";"descricao";"ultimaAberturaVotacao_dataHoraRegistro";"ultimaAberturaVotacao_descricao";"ultimaApresentacaoProposicao_dataHoraRegistro";"ultimaApresentacaoProposicao_descricao";"ultimaApresentacaoProposicao_idProposicao";"ultimaApresentacaoProposicao_uriProposicao"
"2420453-2";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2420453-2";"2024-03-20";"2024-03-20T10:21:27";"2014";"https://dadosabertos.camara.leg.br/api/v2/orgaos/2014";"CSAUDE";"72021";"https://dadosabertos.camara.leg.br/api/v2/eventos/72021";"1";"0";"0";"0";"Aprovado. Subscrito pelo Deputado Geraldo Resende e pelas Deputadas Flávia Morais e Maria Rosas.";"";"";"";"Apresentação do REQ n. 21/2024 (Requerimento de Audiência Pública), pelo Deputado Amom Mandel (CIDADANIA/AM -Fdr PSDB-CIDADANIA), que ""Requer a realização de Audiência Pública nesta Comissão para debater o transtorno do espectro autista, com ênfase na necessidade de inclusão de forma abrangente e precisa da população autista nos estudos e censos, bem como discutir os desafios enfrentados por esse público e propor soluções para sua efetiva inclusão"".";"0";""
"2420578-2";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2420578-2";"2024-03-20";"2024-03-20T10:21:37";"2014";"https://dadosabertos.camara.leg.br/api/v2/orgaos/2014";"CSAUDE";"72021";"https://dadosabertos.camara.leg.br/api/v2/eventos/72021";"1";"0";"0";"0";"Aprovado. Subscrito pelos Deputados Jorge Solla e Daniel Barbosa. Aprovado o seguinte aditamento, apresentado pelo Deputado Padre João: representante da Associação Brasileira das Indústrias de Medicamentos Genéricos e Biossimilares (PróGenéricos).";"";"";"";"Apresentação do REQ n. 22/2024 (Requerimento de Audiência Pública), pela Deputada Alice Portugal (PCdoB-BA), que: ""Requer a realização de audiência pública da Comissão de Saúde para debater as implicações da Lei 14.338/2022 e a Consulta Pública da ANVISA sobre a adoção da bula digital"".";"0";""
"2420775-3";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2420775-3";"2024-03-20";"2024-03-20T10:21:50";"2014";"https://dadosabertos.camara.leg.br/api/v2/orgaos/2014";"CSAUDE";"72021";"https://dadosabertos.camara.leg.br/api/v2/eventos/72021";"1";"0";"0";"0";"Aprovado. Subscrito pelo Deputado Hélio Leite.";"";"";"";"Apresentação do REQ n. 23/2024 (Requerimento para realização ou participação em Seminário, Visita Técnica ou outro Evento), pela Deputada Juliana Cardoso (PT-SP), que: ""Requer a realização de Seminário Nacional, em novembro deste ano, com o tema: Orfandade e Direitos do invisibilizado para a proteção integral das Crianças e Adolescentes e suas Famílias"".";"0";""
"2421163-2";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2421163-2";"2024-03-20";"2024-03-20T10:21:56";"2014";"https://dadosabertos.camara.leg.br/api/v2/orgaos/2014";"CSAUDE";"72021";"https://dadosabertos.camara.leg.br/api/v2/eventos/72021";"1";"0";"0";"0";"Aprovado. Subscrito pela Deputada Flávia Morais e pelos Deputados Hélio Leite e Dr. Fabio Rueda.";"";"";"";"Apresentação do REQ n. 24/2024 (Requerimento de Audiência Pública), pelo Deputado Dr. Zacharias Calil (UNIÃO/GO), que ""Requer a realização de audiência pública a fim de debater os desafios assistenciais dos pacientes de Edema Macular Diabético no SUS: necessidades não atendidas nos Protocolos Clínicos e Sistema de Financiamento"".";"0";""
"2421294-2";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2421294-2";"2024-03-20";"2024-03-20T10:22:11";"2014";"https://dadosabertos.camara.leg.br/api/v2/orgaos/2014";"CSAUDE";"72021";"https://dadosabertos.camara.leg.br/api/v2/eventos/72021";"1";"0";"0";"0";"Aprovado. Subscrito pelo Deputado Silvio Antonio e pela Deputada Flávia Morais.";"";"";"";"Apresentação do REQ n. 25/2024 (Requerimento), pelo Deputado Roberto Monteiro Pai (PL/RJ), que ""Requer a realização de Audiência Pública para debater a instituição do Dia Nacional do Neurocirurgião. "".";"0";""
"2421362-2";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2421362-2";"2024-03-20";"2024-03-20T10:22:26";"2014";"https://dadosabertos.camara.leg.br/api/v2/orgaos/2014";"CSAUDE";"72021";"https://dadosabertos.camara.leg.br/api/v2/eventos/72021";"1";"0";"0";"0";"Aprovado. Subscrito pelos Deputados Daniel Barbosa, Geraldo Resende, Dr. Zacharias Calil e pela Deputada Flávia Morais.";"";"";"";"Apresentação do REQ n. 28/2024 (Requerimento de Audiência Pública), pelo Deputado Jorge Solla (PT/BA -Fdr PT-PCdoB-PV), que ""Requer a realização de Audiência Pública para discutir o impacto das complicações do diabetes na saúde pública do Brasil"".";"0";""
"2421495-2";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2421495-2";"2024-03-20";"2024-03-20T10:22:40";"2014";"https://dadosabertos.camara.leg.br/api/v2/orgaos/2014";"CSAUDE";"72021";"https://dadosabertos.camara.leg.br/api/v2/eventos/72021";"1";"0";"0";"0";"Aprovado. Subscrito pela Deputada Flávia Morais.";"";"";"";"Apresentação do REQ n. 29/2024 (Requerimento de Audiência Pública), pelo Deputado Florentino Neto (PT/PI -Fdr PT-PCdoB-PV), que ""Realização de Audiência Pública para discutir o Projeto de Lei nº 4214/2023, que dispõe sobre a inclusão de produtos voltados para pessoas com intolerâncias e alergias alimentares em programas de acesso a alimentos e de distribuição de cestas básicas"".";"0";""
"2421622-2";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2421622-2";"2024-03-20";"2024-03-20T10:22:57";"2014";"https://dadosabertos.camara.leg.br/api/v2/orgaos/2014";"CSAUDE";"72021";"https://dadosabertos.camara.leg.br/api/v2/eventos/72021";"1";"0";"0";"0";"Aprovado.";"";"";"";"Apresentação do REQ n. 33/2024 (Requerimento), pelo Deputado Pinheirinho (PP/MG), que ""Requer a realização de Audiência Pública para debater a respeito da autorização pela ANVISA do medicamento Elevidys no tratamento da doença Distrofia Muscular de Duchenne"".";"0";""
"2421623-2";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2421623-2";"2024-03-20";"2024-03-20T10:23:04";"2014";"https://dadosabertos.camara.leg.br/api/v2/orgaos/2014";"CSAUDE";"72021";"https://dadosabertos.camara.leg.br/api/v2/eventos/72021";"1";"0";"0";"0";"Aprovado. Subscrito pelas Deputadas Juliana Cardoso e Flávia Morais e pelos Deputados Jorge Solla e Geraldo Resende.";"";"";"";"Apresentação do REQ n. 34/2024 (Requerimento), pela Deputada Iza Arruda (MDB/PE), que ""Requer a realização de Audiência Pública em homenagem aos 10 Anos do Grupo Mulheres do Brasil e as ações a Frente Unidos pela Vacina. "".";"0";""
"2421624-2";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2421624-2";"2024-03-20";"2024-03-20T10:23:16";"2014";"https://dadosabertos.camara.leg.br/api/v2/orgaos/2014";"CSAUDE";"72021";"https://dadosabertos.camara.leg.br/api/v2/eventos/72021";"1";"0";"0";"0";"Aprovado. Subscrito pelo Deputado Amom Mandel.";"";"";"";"Apresentação do REQ n. 35/2024 (Requerimento), pela Deputada Flávia Morais (PDT/GO), que ""Requer a realização de Audiência Pública para debater o MARÇO BORGONHA marca a conscientização sobre o MIELOMA MÚLTIPLO e os desafios da jornada do paciente
"".";"0";""
"2419784-2";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2419784-2";"2024-03-20";"2024-03-20T10:35:02";"2014";"https://dadosabertos.camara.leg.br/api/v2/orgaos/2014";"CSAUDE";"72021";"https://dadosabertos.camara.leg.br/api/v2/eventos/72021";"1";"0";"0";"0";"Aprovado. Subscrito pelos Deputados Dr. Zacharias Calil, Amom Mandel, Dr. Luiz Ovando, Jorge Solla, Daniel Barbosa, Ricardo Maia e Clodoaldo Magalhães e pela Deputada Maria Rosas.";"";"";"";"Apresentação do REQ n. 5/2024 (Requerimento (Outros)), pelo Deputado Pedro Westphalen (PP/RS), que ""Requer a criação de Subcomissão Especial destinada a debater e a acompanhar o cenário de incidência da dengue no Brasil, impactos e medidas de combate à doença"".";"0";""
"2421602-2";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2421602-2";"2024-03-20";"2024-03-20T10:35:26";"2014";"https://dadosabertos.camara.leg.br/api/v2/orgaos/2014";"CSAUDE";"72021";"https://dadosabertos.camara.leg.br/api/v2/eventos/72021";"1";"0";"0";"0";"Aprovado. Subscrito pela Deputada Maria Rosas e pelos Deputados Amom Mandel, Jorge Solla, Geraldo Resende e Hélio Leite.";"";"";"";"Apresentação do REQ n. 30/2024 (Requerimento), pela Deputada Flávia Morais (PDT/GO), que ""Requer a instalação da Subcomissão Permanente para Políticas Públicas de Saúde para o Transtorno do Espectro Autista, as Doenças Raras e demais Neurodiversidades"".";"0";""
"2421605-2";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2421605-2";"2024-03-20";"2024-03-20T10:35:48";"2014";"https://dadosabertos.camara.leg.br/api/v2/orgaos/2014";"CSAUDE";"72021";"https://dadosabertos.camara.leg.br/api/v2/eventos/72021";"1";"0";"0";"0";"Aprovado. Subscrito pelos Deputados Dr. Luiz Ovando, Jorge Solla e Geraldo Resende.";"";"";"";"Apresentação do REQ n. 31/2024 (Requerimento), pela Deputada Flávia Morais (PDT/GO), que ""Requer a recriação da Subcomissão Especial para debater Telemedicina, Telessaúde e Saúde Digital"".";"0";""
"2421627-2";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2421627-2";"2024-03-20";"2024-03-20T10:35:55";"2014";"https://dadosabertos.camara.leg.br/api/v2/orgaos/2014";"CSAUDE";"72021";"https://dadosabertos.camara.leg.br/api/v2/eventos/72021";"1";"0";"0";"0";"Aprovado. Subscrito pela Deputada Maria Rosas e pelos Deputados Jorge Solla, Bebeto e Hélio Leite.";"";"";"";"Apresentação do REQ n. 36/2024 (Requerimento), pela Deputada Flávia Morais (PDT/GO), que ""Requer a Criação da Subcomissão Especial para Acompanhar e Fiscalizar a regulamentação da Política Nacional de Prevenção e Controle do Câncer (PNPCC) a Lei 14.758/23
"".";"0";""
"2419736-2";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2419736-2";"2024-03-20";"2024-03-20T10:36:36";"2014";"https://dadosabertos.camara.leg.br/api/v2/orgaos/2014";"CSAUDE";"72021";"https://dadosabertos.camara.leg.br/api/v2/eventos/72021";"1";"0";"0";"0";"Aprovado. Subscrito pelos Deputados Dr. Zacharias Calil, Jorge Solla, Henderson Pinto, Dr. Luiz Ovando, Rafael Simões e Ricardo Maia e pela Deputada Maria Rosas.";"";"";"";"Apresentação do REQ n. 3/2024 (Requerimento (Outros)), pelo Deputado Célio Silveira (MDB/GO), que ""Requer o envio de convite para o comparecimento da ministra da Saúde, Sra. Nísia Verônica Trindade Lima, para prestar informações sobre as ações de prevenção e combate às arboviroses, em especial a Dengue, desenvolvidas pelo Ministério da Saúde nos anos de 2023 e 2024. "".";"0";""
"2419966-3";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2419966-3";"2024-03-20";"2024-03-20T10:36:44";"2014";"https://dadosabertos.camara.leg.br/api/v2/orgaos/2014";"CSAUDE";"72021";"https://dadosabertos.camara.leg.br/api/v2/eventos/72021";"1";"0";"0";"0";"Aprovado. Subscrito pelos Deputados Dr. Luiz Ovando e Jorge Solla.";"";"";"";"Apresentação do REQ n. 16/2024 (Requerimento de Convocação de Ministro de Estado na Comissão (art. 50, CF)), pela Deputada Rosângela Moro (UNIÃO/SP), que ""Requer seja convocada a Exma. Sra. Ministra de Estado da Saúde, Nísia Verônica Trindade Lima, para prestar esclarecimentos acerca das Notas Técnicas Conjuntas nº 37/2023-SAPS/SAES e nº 2/2024-SAPS/SAES do Ministério da Saúde, e apresentar as ações e políticas públicas desenvolvidas pelo Ministério no seu primeiro ano de Gestão à frente da Pasta"".";"0";""
"2421304-2";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2421304-2";"2024-03-20";"2024-03-20T10:38:27";"2014";"https://dadosabertos.camara.leg.br/api/v2/orgaos/2014";"CSAUDE";"72021";"https://dadosabertos.camara.leg.br/api/v2/eventos/72021";"1";"0";"0";"0";"Aprovado. Subscrito pelo Deputado Jorge Solla.";"";"";"";"Apresentação do REQ n. 27/2024 (Requerimento), pelo Deputado Geraldo Resende (PSDB/MS -Fdr PSDB-CIDADANIA), que ""Requer que seja aprovada a realização de
audiência pública na Comissão de Saúde,
para debater sobre o PL Nº 85/2024 que
dispõe sobre fornecimento gratuito da
caneta de adrenalina autoinjetável pelo
Sistema Único da Saúde (SUS)
"".";"0";""
"2421652-2";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2421652-2";"2024-03-20";"2024-03-20T10:39:12";"2014";"https://dadosabertos.camara.leg.br/api/v2/orgaos/2014";"CSAUDE";"72021";"https://dadosabertos.camara.leg.br/api/v2/eventos/72021";"1";"0";"0";"0";"Aprovado. Subscrito pelos Deputados Bebeto, Dr. Luiz Ovando, Jorge Solla e Geraldo Resende.";"";"";"";"Apresentação do REQ n. 37/2024 (Requerimento), pelo Deputado Dr. Francisco (PT/PI -Fdr PT-PCdoB-PV), que ""Requer o envio de convite para o comparecimento da Ministra da Saúde, Sra. Nísia Verônica Trindade Lima, para prestar informações sobre as ações da Pasta para melhorar a eficiência da gestão dos Hospitais Federais do Rio de Janeiro. 

"".";"0";""
"2421302-2";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2421302-2";"2024-03-20";"2024-03-20T10:39:20";"2014";"https://dadosabertos.camara.leg.br/api/v2/orgaos/2014";"CSAUDE";"72021";"https://dadosabertos.camara.leg.br/api/v2/eventos/72021";"1";"0";"0";"0";"Aprovado. Subscrito pelo Deputado Hélio Leite.";"";"";"";"Apresentação do REQ n. 26/2024 (Requerimento), pelo Deputado Geraldo Resende (PSDB/MS -Fdr PSDB-CIDADANIA), que ""Requer a realização de Visita Técnica de membros da Comissão de Saúde, para a inauguração da ampliação do prédio da Associação de Pais e Amigos dos Autistas da Grande Dourados – AAGD na Cidade de Dourados, Mato Grosso do Sul"".";"0";""
"2419938-2";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2419938-2";"2024-03-20";"2024-03-20T10:39:35";"2014";"https://dadosabertos.camara.leg.br/api/v2/orgaos/2014";"CSAUDE";"72021";"https://dadosabertos.camara.leg.br/api/v2/eventos/72021";"1";"0";"0";"0";"Aprovado. Subscrito pelos Deputados Jorge Solla, Geraldo Resende e Rafael Simões.";"";"";"";"Apresentação do REQ n. 13/2024 (Requerimento), pela Deputada Adriana Ventura (NOVO/SP), que ""Requer a realização de audiência pública para debater o parecer da relatora PL 5.875, de 2013, que acrescenta o art. 47-A à Lei nº 8.080, de 19 de setembro de 1990, para determinar a criação do cartão de identificação do usuário do Sistema Único de Saúde (SUS), e apensados"".";"0";""
"2419769-4";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2419769-4";"2024-03-20";"2024-03-20T10:44:26";"2018";"https://dadosabertos.camara.leg.br/api/v2/orgaos/2018";"CREDN";"72094";"https://dadosabertos.camara.leg.br/api/v2/eventos/72094";"0";"0";"0";"0";"Subscrito pelos Deputados Coronel Telhada (PP/SP),  David Soares (União/SP), Eduardo Bolsonaro (PL/SP), Filipe Barros (PL/PR) e Marcel van Hattem (Novo/RS).   Rejeitado o Requerimento.";"";"";"";"Apresentação da REQ n. 3/2024 (Requerimento de Moção), pelo Deputado Luiz Philippe de Orleans e Bragança (PL/SP), que ""Requer a aprovação, no âmbito desta Comissão, de Moção de Repúdio à perseguição política e atos de violência física contra María Corina Machado, na Venezuela"".";"0";""
"2340585-33";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2340585-33";"2024-03-20";"2024-03-20T10:44:40";"2014";"https://dadosabertos.camara.leg.br/api/v2/orgaos/2014";"CSAUDE";"72021";"https://dadosabertos.camara.leg.br/api/v2/eventos/72021";"1";"0";"0";"0";"Aprovado o Parecer.";"";"";"2023-12-12T11:22:06";"Parecer do Relator, Dep. Pedro Westphalen (PP-RS), pela aprovação deste, do PL 666/2023 e do PL 4783/2023, apensados, com substitutivo.";"2412146";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2412146"
"2323366-32";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2323366-32";"2024-03-20";"2024-03-20T10:52:57";"2014";"https://dadosabertos.camara.leg.br/api/v2/orgaos/2014";"CSAUDE";"72021";"https://dadosabertos.camara.leg.br/api/v2/eventos/72021";"1";"0";"0";"0";"Aprovado o Parecer.";"";"";"2023-12-12T09:52:30";"Parecer da Relatora, Dep. Flávia Morais (PDT-GO), pela aprovação, com substitutivo.";"2412118";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2412118"
"2419774-3";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2419774-3";"2024-03-20";"2024-03-20T10:54:44";"2018";"https://dadosabertos.camara.leg.br/api/v2/orgaos/2018";"CREDN";"72094";"https://dadosabertos.camara.leg.br/api/v2/eventos/72094";"1";"0";"0";"0";"Aprovado o Requerimento";"";"";"";"Apresentação do REQ n. 6/2024 (Requerimento), pelo Deputado Arlindo Chinaglia (PT-SP), que: ""Requer a criação de Subcomissão Especial para acompanhamento das negociações em andamento para a celebração de um Acordo Birregional de Associação Mercosul – União Europeia"".";"0";""
"2387948-18";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2387948-18";"2024-03-20";"2024-03-20T10:59:15";"2018";"https://dadosabertos.camara.leg.br/api/v2/orgaos/2018";"CREDN";"72094";"https://dadosabertos.camara.leg.br/api/v2/eventos/72094";"1";"0";"0";"0";"Aprovado o Parecer.";"";"";"2024-03-15T16:43:40";"Parecer do Relator, Dep. Rodrigo Valadares (UNIÃO-SE), pela aprovação.";"2421399";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2421399"
"2353932-33";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2353932-33";"2024-03-20";"2024-03-20T12:47:13";"2018";"https://dadosabertos.camara.leg.br/api/v2/orgaos/2018";"CREDN";"72094";"https://dadosabertos.camara.leg.br/api/v2/eventos/72094";"1";"0";"0";"0";"Aprovado o Parecer. Apresentou voto em separado a Deputada Fernanda Melchionna.";"";"";"2023-09-18T16:58:25";"Parecer com Complementação de Voto, Dep. Luiz Philippe de Orleans e Bragança (PL-SP), pela aprovação, com Emenda.";"2388385";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2388385"
"2420468-2";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2420468-2";"2024-03-20";"2024-03-20T10:32:52";"2015";"https://dadosabertos.camara.leg.br/api/v2/orgaos/2015";"CTRAB";"72104";"https://dadosabertos.camara.leg.br/api/v2/eventos/72104";"1";"0";"0";"0";"Aprovado.";"";"";"";"Apresentação do REQ n. 7/2024 (Requerimento de Audiência Pública), pelo Deputado Gervásio Maia (PSB/PB), que ""Solicita realização de Audiência Pública para discussão do tema: “Formação e capacitação de mão de obra para transição energética”"".";"0";""
"2420990-2";"https://dadosabertos.camara.leg.br/api/v2/votacoes/2420990-2";"2024-03-20";"2024-03-20T10:32:53";"2015";"https://dadosabertos.camara.leg.br/api/v2/orgaos/2015";"CTRAB";"72104";"https://dadosabertos.camara.leg.br/api/v2/eventos/72104";"1";"0";"0";"0";"Aprovado. O Deputado Alfredinho subcreveu o requerimento.";"";"";"";"Apresentação do REQ n. 9/2024 (Requerimento de Audiência Pública), pela Deputada Erika Kokay (PT/DF -Fdr PT-PCdoB-PV), que ""Requer a realização de audiência pública para discutir uma proposta de um projeto de lei destinado a assegurar os direitos trabalhistas de brasileiros e estrangeiros residentes no Brasil, bem como abordar as imunidades conferidas às embaixadas, consulados e organizações internacionais em questões trabalhistas"".";"0";""
